Question	Potentially_Pejorative
本来就是一种歧视，本质上想表达的就是“我们和你们不一样，我们发达你们落后”。为什么有的广东人甚至把海南当北方？不就是因为海南穷么。就算现在歧视意味逐渐减少，也改变不了这种没常识的划分法原本是出于歧视目才提出的事实	Potentially
没有学位证毕业典礼不能穿学士服，但是并不代表其他时候就连穿也不能穿好吗？穿这学士服拍照无论是谁都可以。你自己张口闭口大专怎么样，我说一句不比三本差就歧视了？双标是真的双标呢[微笑]还有美国黑人犯罪率是高，但是他们也的确是被歧视了。	Potentially
现在广大男性同胞清醒了，反击了，然后她们就开始在这讲道理了，当时女权癌大肆攻击男性的时候，声称杀光男性的时候，她们人呢？怎么没见她们出来跟女权癌解释现实中男人其实也很好，不要伤及无辜？？？	Potentially
知不知道原本黑人牙膏的英文名叫“darkie”，darkie和那个的意思一样，都是黑鬼，你把k换成l就没有歧视的意思了？你把傅满洲换成满大人就不歧视了？而且原本那个黑人图片的原型是吉姆克劳，	Potentially
言论自由可不包括“侮辱别人的自由”，这个视频显然是在侮辱。如果有个反河南人宣传片，列举河南人偷井盖的种种案例，是不是歧视河南人？我做一个反黑人宣传片，是不是歧视黑人？结果到了同性恋身上，就可以肆意侮辱，然后美其名曰言论自由。很强。	Potentially
说句和答案无关的牢骚，白人的春秋笔法真厉害，自己鞋底的血还没擦干净，就开始指责这些与野兽血肉相搏，养家糊口的黑人？视频配乐拼命渲染这些非洲人的暴力与邪恶？黑人矛上的是兽血，你白大人踩的可是人血！	Potentially
说就让他们说去吧，作为一个河南人，去外地会有外地朋友打趣问我河南人真的很多偷井盖的吗？我回答他，是呀，我们中考体育加试就是偷井盖。 算是自黑了。 建议河南老乡不要在网上和别人因为地域黑打嘴仗，没有作用，一笑了之，做好自己本职工作。	Potentially
赞多了吗，说实话真不稀罕这个问题下面的几个赞。但是，事实不可以陈述对不对，所以我要怎么说东北？提到东北就是黑吗？怎么，老头喝点酒吹牛逼是作奸犯科？和那些张嘴闭嘴拿黑社会吹逼的东北人比起来，我这可是差得远了。	Potentially
那你就该考虑自己了，毕竟交友圈的下限决定你做人的下限，渣男朋友皆渣男，优秀的人想要交坏朋友都要费点劲。以及在现实生活中，你敢把现在说的话对你遇到的不好的东北人说吗？不敢？这就是原因了，遇到无力还手的羔羊，屠宰是唯一可行的道路。键盘侠。	Potentially
重庆人的优越感？能吃就能吃呗不能吃就不能吃呗。大家都出钱吃你家米了啊一定要顺着你？自私说的这么清新脱俗？一桌吃饭照顾不同口味的人是涵养，可惜你没有。求求你这类的重庆人别给重庆招黑，醉了合着外地人去你们哪儿不吃辣要天打雷劈？	Potentially
丢不丢人想象一下你的孩子告诉你未来的目标是做家庭主妇/家庭煮夫，你是欢心鼓励呢还是竭尽全力打消念头？	Potentially
日本女人脑子莫不是有病？当时日本女的地位那么低还有这自信为国争光啊，感觉你说的不太真实	Potentially
但是他学的是东北女人的粗鲁暴力台湾女人的楚楚可怜天津女人的刁蛮刻薄，你不觉得很刻板印象吗？不觉得很地域黑吗？他不是只学了方言啊	Potentially
中国人歧视印度人你哪看出来的？	Potentially
首先，这个篮球和政治扯上关系是NBA那个莫雷开的头；其次，之前你心爱的NBA某队有人歧视黑人，结果马上凉凉，你敢说黑人问题种族歧视不是政治问题？所以你三观有问题，而且别人欺负你你还不知道	Potentially
所以你的真女权是什么意思？男人压力太大呵呵，要是男女平等，工作没有性别歧视，男人需要承受这么大的所谓房车压力吗？一边占着便宜一边又叽歪	Potentially
难道没有人告诉他，中国人喜欢吃黑鬼吗？清蒸油炸火烧干煸油焖白灼	Potentially
我赞同你，黑人堕落还不是因为资源全被抢了？没教育没经济能出什么人才啊，上面还有人提正面榜样，正面榜样马丁路德金和黑豹党全被屠干净了，稍微了解一点历史就知道美国白人怎么炸了黑人华尔街，怎么把黑人辛辛苦苦创造的社区毁掉的，	Potentially
广东客家人为什么是“客”？是不是在歧视hahahaha为什么潮汕不认为自己属于福建？为什么闽南语这么难懂？是不是因为福建人看不起北方人？hahahaha	Potentially
直男啊？你是弯的嘛？看不起直男?	Potentially
男性怎么没有话语权了？女司机？不能给女人讲道理？女人拜金？难道是女人自己说的吗？	Potentially
你们潜意识中比较歧视女性的生育特征吗？	Potentially
为什么现实里面日本人说话很委婉，甚至觉得中国人普通交流都像骂人？	Potentially
现在不是都流行说新疆人都是kb分子，小偷来着么？怎么答主这里没我新疆呢？	Potentially
男A：我觉得xxxx是对男性性别歧视,女A:这是刻板印象,女B：这归根究底其实是对女性的歧视,女C：你还是不是男人,男B：你还是不是男人,男A：？？？？	Potentially
凭什么你觉得是女拳师你就用娘们侮辱人？[捂嘴]我还觉得你是男拳师呢，哪个词伺候？[捂嘴]	Potentially
西北那里是不是街上到处都是砍人的？	Potentially
你的传统就是直男癌咯？	Potentially
台湾人均GDP2万5，浙吹都完爆台湾了，江苏还在话下？顺便地域黑了一把苏北	Potentially
我也不懂为什么这么多歪楼的，在印度，女人被强奸是很常见的一种事，男权主义很严重，所以他们印度人喝多了在中国这样我一点也不感到奇怪，同样，我倒是奇怪这么多歪楼的，如果真碰到了，你们会怎么样？	Potentially
踩井盖防止河南人偷？	Potentially
那么希拉里为什么想让华人被黑人抢劫？	Potentially
她不是女的？我干嘛要扯男的啊？我说话不提男生就是种族歧视[为难][为难]我？[好奇][好奇]摸不着头脑	Potentially
那些中国女性恶心成这样还有女权婊给洗白吗？如果有请跳出来	Potentially
是类似现代这种家政服务的雇佣关系，还是黑人奴隶的交易？	Potentially
作者对自己女性同胞都不友好，怎么让别人同等对待……你这么义愤填膺，你敢像黑人啊人那样维护自己种族吗？都是码字上很厉害 ，黑人受歧视才是最多的，但是人家用实力和自己种族几十年的努力，证明自己的人更多～这个世界，不管哪里，	Potentially
男生还有性骚扰？？	Potentially
另外，你也对比了黑人群体，请问，你觉得对黑人表达不喜欢黑人这个群体，你并不觉得非常失礼嘛？	Potentially
怎么？黑人一出生就是罪犯吗？为什么黑人的孩子要在犯罪，吸毒，贫民窟的环境长大，白人的孩子就能接受良好的教育？白人祖先遗留了这样不平等的历史问题，现在的白人当权者嘴上说着一套，	Potentially
要我说吧，黑人就是黑人，怎么跟高贵的东方人相比？黑人发明呼拉塞尔是用来驱赶猎物的，也就是说，这玩意可能压根就只有一个音	Potentially
什么？讲黄色笑话和女生穿短裙是一个意思？第一个是性骚扰女性是有权利报警的，第二个你报警个试试？第一次遇到偷换概念玩的这么烂的	Potentially
因为河南人偷坑拐骗好吃懒做又穷又懒还偷井盖儿，中不中？中央、春晚钦定农民工标签，你觉得吼不吼？	Potentially
最不尊重女性的就是微博吧？？？	Potentially
多和少本来就是人的主观判断，对于全国其他地方而言云南爆出的此类问题数量要远大于其人口比例所以“云南恶霸特别多”还算是歧视吗？	Potentially
道理我都懂，能不能不要一直女司机女司机的？司机就是司机，强调是个女的又能怎样？男司机就不出大型车祸了吗？	Potentially
你们华裔怎么就不搞个白人裔细分法案，大家都是移民就许你歧视我不准我歧视你吗？	Potentially
南北战争之前南方的黑人奴隶的待遇实际上怎样?	Potentially
题主被种族歧视了，题主讨厌他们反而还错了起来，就许他们歧视中国人不许中国人讨厌他？	Potentially
女人的家人，能管她死的事，为什么不管管她出轨的事？觉得事不够大？还是女的能给他们钱，没钱了，才出来说话？	Potentially
这有什么不正常吗？素质低下的白人也会称我们为…我不知道他们歧视黄种人的称呼，但是肯定有，还有黑鬼，这个没错吧，	Potentially
呵呵，这种通篇地域歧视和一大群地域黑的人附和，跟几年前贴吧集体黑河南人的盛况有什么区别，你跟我说知乎不药丸？顺便已举报	Potentially
这个答案下面的评论里是有多少直男癌？	Potentially
描述问题就是，男性，垃圾吗？	Potentially
提河南人偷井盖是此地无银三百两吗？什么素质？	Potentially
非洲愚昧落后是先天环境不好，中华文明灿烂悠久就是老天爷赏脸，所以中国人要不要和非洲黑人换地盘？	Potentially
部分四川球迷洗地真是太恶心了，一脸无赖样，以为别人都是瞎子聋子？那么多视频你随便挑一个没剪辑过的看还看不明白？非得让人骂跟人撕逼有意思？	Potentially
本来不想回应的，但是评论仿佛都是一种逻辑，不回击就显得低人一等，就是奴隶，这么敏感难道不是自卑心理在作祟吗？说中国假货多，贫富差距大，两岸并不同心，这是事实，说都不让说了？当年明月说过，	Potentially
你们都喜欢看小姐姐脱光衣服和男人打架？	Potentially
歧视黄种人吧大概？	Potentially
你把女人换成男人就觉得没啥问题了，一个男人不自强自立，没女人活不了在知乎难道不会被鄙视吗？	Potentially
南京流控是真的想杀人，有一次居然推出以后又滑回去了说上海流控？？？	Potentially
吃软饭和没有上进心没有野心的男人跟着他图什么？？养条狗不比养他强？？	Potentially
我比你更狠更血性，我喜欢看强势男性压迫底层弱势男性呢，丛林法则垃圾就被虐，你狠吧？	Potentially
你这几顶大帽子扣的，朋友圈是不是也要像贵乎一样发个抱怨都要考虑道德风险？？？ 女穆斯林黑人同性恋的狗咬了你，你敢票圈婊狗吗？？？	Potentially
陈述事实可以 他说河南人没道德我不能反驳吗 难道发出声音都不行 你说喷子就喷子 你厉害咯？	Potentially
因为华人和黑人一样被歧视就要同情黑人？难道黑人把华人当兄弟？	Potentially
地域黑？新疆人怎么了？	Potentially
浙江农村的真实情况不了解，但说真的，农村群体普遍思维落后，有时候不知道农民群体存在的意义是什么？	Potentially
校学生会面试时，有个学长问一个河南的学弟：你们河南人偷井盖吗？	Potentially
但是其实黑人在世界各地都是不应该的，就像你在一个白人国家被歧视你是黄种人，你觉得应该吗？	Potentially
我他妈就是歧视黑人啦怎么滴吧，老祖宗打下的江山，给他们黑人住？？我怎么没交过我们男人，去他们国家，他们女人倒贴啊？就崇洋媚外呗，还能说什么？大部分国人，自己国家优点没学到，	Potentially
就威胁台湾这条，你明白什么叫威胁吗？还是你就认为台湾本来就不是中国的？	Potentially
我想问一下，在这里帖子里，到底是上海人在歧视你们，还是你们在歧视上海人？	Potentially
1，作为歧视黑人的种族歧视者，你竟分不清纯白人和黑白混血的长相？2，为什么南方女生都死缠烂打倒追北方大老爷们，各种鄙视自己的南方男同胞矮挫？因为南方女生认为嫁了北方大老爷们可以让她们的后代不再是小矮人呗，	Potentially
问题是，放任本族女孩外嫁，只会让自己民族更受歧视啊？不然你看为啥美国黑人也开始歧视殴打亚裔？	Potentially
夸奖东北人野蛮流氓？还是其他？	Potentially
人类的繁衍都是有自身规律的，政治力量的介入有时候会干扰，像钠脆极力杀害犹太人，西方白人向美洲大量贩卖黑人，还有整部落的消灭印第安人，所以您的宝贵结论是犹太人、黑人、印第安人的生存繁衍不是哪些势力能够左右的？	Potentially
难道女人都很能忍？	Potentially
那只能说明你生活的地方很落后呗[思考][思考]你圈子就这样所以提升自己才最重要??因为中国还是底层多??越偏远贫穷的地方彩礼越高??大城市很少有彩礼，即使有也很少，基本上不叫什么彩礼嫁妆，	Potentially
这帮黑人不仅有枪还有毒品，一贫如洗？	Potentially
女性能够同男性一样受教育、出去工作，知道这是多少前辈们做了多少努力争取来的么？,至今女权们还在为就业歧视抗争,这一步倒退，又会毁掉多少姑娘的前途命运,再说她们自己,待人到中年，身材发福年老色衰然而却一无所长，拿什么保障你自己，	Potentially
拉倒吧，当年日本入侵的时候咋不见你们这么勇？	Potentially
那你咋不把你的同理心往dnf玩家身上想一想？女生那番话和说黑人都是奴隶，看韩剧都是婊子又没区别	Potentially
楼主，你这什么补习班，工资翻10倍，能推荐下？ 4000十倍4万； 还有，上海本地人排外倾向很严重，你是如何认识你的老公？上海美女太多了，光长相肯定不足以说服婆婆吧	Potentially
这跟女权有毛关系？资本家搞的鬼，让女人背锅？无脑女黑也是逗	Potentially
你的“全是女权”和杨笠的男人都是垃圾又有什么区别？？[微笑][微笑][微笑][微笑]	Potentially
赞爆了，可为什么香港人总是和外国人一样歧视国人呢？	Potentially
所以你到底指的性骚扰是什么呢？看算吗？（那女生看男生怎么算？），这个世界是不是只有女生可以欣赏男生的 ，男生就不能多瞟一眼女生？所以说这就是女生的特权吗？	Potentially
这都能推断出对女性的恶意?	Potentially
那你了解黑人奴隶的历史吗？你了解纳粹屠杀犹太人的历史吗？你了解印度目前仍然存在的种姓制度吗？活生生的例子摆在眼前，凭什么你相信几千年的奴隶主有以人为本的思想呢？？？	Potentially
所以说欧洲人敢p面罩调侃黑人有艾滋病、埃博拉吗？	Potentially
那么，你歧视黑人吗？ 摸摸良心回答	Potentially
不好意思，现在肉身翻墙美利坚中，况且我就是要鄙视河北科技大学为野鸡又干你什么事，至少野鸡没骗过政府资金，骗子大学还要面子，当婊子也要立牌坊？	Potentially
为什么不好说自己是中国的你不清楚吗？在美国或者欧洲最被人歧视的种族是黄种人，黄种人最被歧视的是中国人	Potentially
讨厌黑人主角到你这就变舔白人了？	Potentially
到底是哪个王八蛋告诉你们甘肃人都是红脸蛋，骑着骆驼上学的？？	Potentially
诶？我看的时候评论里大多都会说一说直男癌，我只是分析一下为什么会关联到直男癌而已 黑人问号	Potentially
你说的是什么？ 难道不是黑人们希望平等自由是自己争取的吗？绿皮书更像是白人对黑人的施舍，搁谁身上谁恶心的那种	Potentially
你把你上面的话吃了吗？对对对，你没说这只是浙江人的问题（xx人偷井盖了，我有说只是xx人吗，各省都有人偷）你这是典型的地域喷子	Potentially
浙江骗子多还是第一次听到，是电信诈骗还是啥呀？不能一个人这么说，你就这么认…但浙江确实很多商人，从无商不奸这个词来领会，确实是比一般人精明聪明	Potentially
地域歧视很普遍，但在现在的大环境下，表现出来的比较少见，不然怎么能上新闻呢？	Potentially
把一群人的缺点集中在一个物体上好吗？ 这么说 那河南人都是偷井盖的贼咯 东北都是黑社会咯	Potentially
黑人？有没有艾滋病？是否是三非？	Potentially
有这么骂人的？东北人招你惹你了？	Potentially
外国也有流氓，国内有流氓就可以接受了？ 中国有偏激全世界的傻逼，那台湾或者其他地方有偏激中国的傻逼就可以接受了？	Potentially
嫁给黑人?那些可是奴隶，黑奴啊	Potentially
越是长的丑心里越是扭曲，干出来的事就越可恨，专指这个男的和旁边那个女的？	Potentially
自省精神不是您这么玩的，女的被强暴是因为穿着暴露？	Potentially
“看不起我是吧，你若是福建人我会闻不出来？”	Potentially
知不知道原本黑人牙膏的英文名叫“darkie”，darkie和那个的意思一样，都是黑鬼，你把k换成l就没有歧视的意思了？你把傅满洲换成满大人就不歧视了？而且原本那个黑人图片的原型是吉姆克劳，	Potentially
你问一个黑人，黑人在美国受到的歧视多吗？,黑人会说美国当然有歧视，但是我们在慢慢变好………,你在知乎上问一个华裔，亚裔在美国受到的歧视多吗？,这个华裔会说：“不，我们没有收到歧视，歧视我们的都是亚裔……”,可是在美国，	Potentially
不骂直男，不骂渣男，只骂舔狗,拉低男性地位，纵容女权风气,和easy,girl的区别就是：Easy拉低中国人形象，舔狗拉低男性形象，都不得house,为什么不骂那些女性，国女Easy你骂洋垃圾有用么？就算你让女性知道尊重男性了，	Potentially
你认为妓女和嫖客得性病、艾滋的几率不比良家男女高？	Potentially
要不去美国拍一部黑人贩卖白人做奴隶的电影，尤其要表现白人被整得多么的惨？	Potentially
？？？？你们怎么见到嫁给黑人的女性的？？？？我咋见到的都是娶了黑人老婆的中国男性？	Potentially
所以你来说说黑人凭什么被你歧视，你今天不被歧视是沾了当年很多流血牺牲的战士还有李小龙这样的人的光，你好意思歧视别人？	Potentially
肖战王一博，你认真的吗？这不还是没有摆脱瘦弱的刻板印象，至于美国人日常瞧不起亚裔真的已经深入人心，某网站都专门找小眼睛亚裔来演，确实很恶心	Potentially
可是，柯震东吸毒也许是被面子所迫呢？可是，黄海波嫖娼也许是被jb所迫呢？可是，买卖妇女儿童也许是为了自己家有个后呢？	Potentially
但是如果按你这么说，现实如果是十三个骗子中有2-3个河南的，就要说河南骗子了吗？这不科学，坏人哪都有	Potentially
看到后面私信骂人的那些男性要不要笔脸？	Potentially
什么叫文人也是男人所以就可以理解了？男人都是渣男？	Potentially
扯什么鬼话？女人可以嫌弃男人没钱没车没房，男人就不能嫌弃女人不是处女？处女情结是屈尊的降格，嫌弃男人没车没钱没房就不是？	Potentially
河南人真的不偷井盖吗？我听说河南人一般成人礼就是偷一个井盖，偷着了就算成人了可以开始做自己想做的事，因此还延伸一个成语—背井离乡	Potentially
国内女强奸男(反正就是男的非情愿的前提下吧)，算犯罪么？立法了么？我记得几年前全是一个空缺吧？	Potentially
没人偷为什么就传河南人偷井盖？	Potentially
那为啥我地域嗨河南的时候，我舍友揍我啊？他是不是理亏真的偷过井盖啊？为什么新闻上播报女司机，那么多人喷啊，她们也开车么？	Potentially
我妈山东的，我爸河南的，你能知道我有多绝望么？开着挖掘机偷井盖？？？	Potentially
男人怕软？	Potentially
为什么这么着急给擅长歧视华人的黑人洗地呢？	Potentially
奇怪了，为什么女生要带面具，摘下面具要么杀人要么 ，歧视女性吗？好像以前的女刺客，看到我脸的时刻就是你的死期	Potentially
口袋里不揣个十万也敢在上海上街打架？	Potentially
难道女权他妈不是女利，而是利男损女？？	Potentially
知道中国的大部分女权和国外的有什么区别吗？国外的是能自己做的绝不让别人帮，中国的是能做也要别人帮，这样的不是女权，完全就是女权癌，什么都不付出最后要求女权高于男权？男的辛苦的治国齐家平天下的最后不是让这样的人来指挥的	Potentially
你随意吹牛，就问一句，宁波那边黑人杀人的事情怎么处理了？	Potentially
表妹没伤？新奥尔良那种垃圾城市，犯罪率高警察歧视黑人的地方，谁愿意待？	Potentially
别说我们国家的人讨厌黑人，看看国外？米国那是一言不合拔枪就射，要么跪杀，	Potentially
在上海，外地人和本地人的比例在6比4以上，如何歧视？谁歧视谁？	Potentially
中国人有什么权利拿自己的破烂审美观念去衡量其他种族的人？	Potentially
弱国无外交，穷国无尊严，如果非洲国家比美国强大，你看他们还敢歧视么？话说深圳这边倒是没有遇到歧视黑人现象，公交车上黑人旁边都有人坐，	Potentially
台湾地区对陆配及陆生的歧视性条款,蓝营很多人都在帮忙伸不平,台湾人自己也承认,怎么到你这就台湾对外籍人士一视同仁了?	Potentially
这世界这么精彩，为什么把自己的生活局限在家庭主妇上？	Potentially
然后你就因为某些无脑的言论而贬低了所有的上海人，你的行为和被你恶心到的那位有什么区别？	Potentially
对，就是这个，真·上海人，永远歧视他人，永远被他人歧视，上海人认为金山算个屁的上海人，但在郭敬明眼里，你都生在金山了，怎么就不算上海人？大概是这个意思	Potentially
黑人有什么正面的事吗？美国黑人占美国人口百分之十，占美国犯罪的百分之五十，就好像中国有一个地方大约一亿人，	Potentially
不能一竿子打翻一船人，就算是我们国内各省间，说偷井盖的，说黑人多的，说男人娘的，说当小偷的，说黑社会的，不也是赤裸裸的歧视？	Potentially
这个跟地籍无关，有数据证明河南籍犯罪率高吗？你还华夏子弟，这样黑起源地？	Potentially
请问你说的这个国家，是到了二战时期还能烧死黑人的国家？还是驻军强奸案高发却压下不管的国家？还是到了二十世纪九十年代仍然可以绑架后虐杀、奸杀拍成地下电影卖钱的国家？	Potentially
长得丑算什么？高中火箭班比长得丑的女孩子一抓一大把还不是一般的丑 身残志坚身还未残志就萎了？ 想想人家有身体缺陷的人吧	Potentially
我种族歧视，我承认，我就是歧视黑人，又怎样？	Potentially
最讨厌受害者有罪论，你可以反手给老班一巴掌，然后说，我为啥不打别人就打你？我很好奇你班主任是男是女？长得好看吗，如果是个未老先衰的大妈，估计是嫉妒你漂亮吧	Potentially
想知道第一个视频道完歉就完事了？国外接触的台湾人都这个德行，恶心的是还想占他们所看不起的中国的便宜	Potentially
我要被回答里的有些人笑死了，说什么不让嫁黑男就是不女权把女的当财产，打拳也挑挑地方好吗？	Potentially
虚伪？无非比中国讲礼仪而已	Potentially
台湾的那则新闻简直恶心至极，“大陆好干净，全球脏兮兮”，凭什么就得牺牲中国成全世界啊？做了这么多年，没做出好儿来，倒叫某些贱人认为是理所应当了	Potentially
离开东北也要被你们歧视，不离开又说不思进取，你们能不能统一一下口径？	Potentially
别什么都女权好么？看个动漫也能扯到出女权，烦不啊？里面还没有亚洲人，算算不歧视亚裔啊？	Potentially
亚裔（华裔）处于全世界鄙视链（歧视链）的最底层，跑去支持洋大人的“BLM”抗议？	Potentially
说实话后来这么多黑河南的 一部分是跟风 但是究其原因是河南人自己作 出了省自然就代表了河南人了 坑蒙拐骗无恶不作 车站的骗子有多少河南人你们心里没点b数？现在整顿了就开始喊冤 以前被骗的人呢 我不否认哪个地方都有坏人 但在当时车站的骗子河南的特别多	Potentially
哪里主场没骂人？哪支球队没靠哨子占过便宜 为什么只有北京这么被人反感？	Potentially
前一段时间还在抨击重庆那个家暴男（pua男）恶心，换个国籍pua还合法了，值得了解？[小情绪][小情绪]	Potentially
你知道亚裔怎么歧视黑人嘛？,都是放在心里歧视的，少看点儿,公众号的视频吧……	Potentially
你这言论哪里出来的？再怎么说最恶心的就是日本，恶心透顶	Potentially
知道有种行为叫我可以骂而你不能骂么？你说人家齐达是他家乡，所以他就只能爱护着不能骂，要我，我只敢黑自己家乡不敢黑别的地方，要是黑河南，不就是地域黑了？	Potentially
那为什么被警察枪杀的黑人远多于白人呢？,难道白人就没有犯罪的？	Potentially
仗义每多屠狗辈，再者说，天津卫的大耍儿，要的是面儿，家门口不能栽面儿啊，打不过几个维子小偷？还混不混了啊	Potentially
美国大部分对人很好？,种族之间的矛盾根本无法解决的，这次虐杀黑人，而华人在美国是连黑人都不如的，有多少华人就是被抢劫，杀害的对象…,仅用言语怼两句就了不起了，	Potentially
都是在说些屁话 凭什么江西要等你们先富带动后富？凭什么就给你们做城市后花园 当粮仓？宣传江西 就能听见新闻联播呢套口号 绿水青山就是金山银山 恶不恶心 江西不欠共和国的 反之上面自解放以来给了江西多少？	Potentially
急了？你找个老黑或者白男，看看他们会把你怎样玩，玩玩就走，谁对你负责啊，中国男性犯罪率是前世界几乎是最低，	Potentially
前面还好，后面是啥啊？因为弗洛伊德是罪犯所以歧视不存在？黑人就是缺少教育，就是没文化，就必须要是恶人了？说了一大堆，又饶回去说好好学习，天天向上，根本没说问什么黑人要去犯罪，但凡有工作，但凡有钱，	Potentially
把别人划分成白种人黄种人和自卑有什么关系？你这意思把印度人划分成黑种人?你潜意识里不还是觉得白种人比黄种人“高贵”，印度人不配成为“高贵”的白种人?	Potentially
大陆主体民族在整个华裔圈子里都是最底层，反正都是最底层，在哪不都一样？	Potentially
在北京遇到歧视外地人的如何怼回去？	Potentially
谁在说小孩子分饭菜的事情了……现在说的是职场性别歧视和话语权问题我咋没看到有什么“女拳”把职位都分给女性不分给男性，让男性饿死？	Potentially
很奇怪吗？现在同样很对人歧视黑人，歧视印度人，歧视东南亚人	Potentially
这种女人的脑回路真的不能理解，黑人有什么好的？嫁就嫁了，过得不好跑回来又祸害我们中国男同胞，让我们中国男人花彩礼娶一个被黑吧老那个的女人，以后，	Potentially
俄罗斯,澳大利亚最排华?,俄罗斯离中国近,相互接触很多,澳大利亚加拿大新西兰都是纯移民国家算是最不排华的了,欧洲亲华?,你开玩笑呢?	Potentially
本来咱们爱丽儿就是白人 凭什么让黑人演 是不是歧视白人啊？/滑稽	Potentially
腾讯真想搞周，跑香港不是送命？跑路超人和马什么关系你知道？	Potentially
四川人得罪你了？那我同学江浙人每次都指导我怎么怎么吃海鲜，我喜欢吃的海鲜什么太垃圾太廉价了，那我不是应该直接喷他们江浙人的优越感？	Potentially
我不侮辱女性，我嘲讽女拳总行了吧？ 是谁把女权变成女拳的？不就是你们这帮自以为是的拳师？	Potentially
浙江人在高考名额分配上受到的歧视比北京人还严重，为何浙江能够发展起来，而且许多浙江人考上的大学比北京人甚至外国人还好？,亚裔受歧视最严重的地方在哪里，	Potentially
女的为什么不能打？	Potentially
黑人不是人系列又来了，你幻想自己是白人站在白人的角度说话么，如果黑人出生就有像白人那样的大片农场他还会走上犯罪道路吗？黑人的祖先是被白人农场主的祖先买过来种地的，奴役解放后他们没有土地，没有资源，	Potentially
说句题外话，日本的教育真的吓人，如果真的是抹掉这段历史，我觉得还可以理解一下，毕竟谁都不想抹黑前辈，哪怕这是实际情况，但为什么要改变历史？	Potentially
看了好多男的家暴女的不忍受辱打死男人的，这不应当归为正当防卫吗？	Potentially
可不就是我的叔叔于勒么？日本有钱亲，越南无钱厌恶	Potentially
所以，大多数印度人民自愿选择了极端贫穷？	Potentially
为啥是不是上海人要用钱去衡量?如果你是外地人，这难道不是歧视?如果你是上海人，这能说你都不陪当上海人，还有钱就是上海人?为啥上海那么特殊?脱离全世界标准的特殊?用钱衡量?多少才能算上海人?	Potentially
不是要平权吗？这时候拿男性说事，中国特色女权主义？女尊？	Potentially
浙江卫视怎么这么恶心，以后不会再看浙江卫视了，反正少我一个不少，??	Potentially
从硬件条件来看，女性的出厂设置某些方面就低于男性啊，体力方面……还有社会歧视，包括女性对女性的歧视，但很少有男性歧视男性的吧？至少现在，	Potentially
所以这些被歧视的华人，就因为被歧视，所以说有点怨恨中国？	Potentially
你觉得男性不能留长发不能化妆算不算性别歧视？	Potentially
当男性感觉到被社会歧视是女性造成的吗？	Potentially
我怀疑你歧视女性，为什么女人只能绣军鞋不能打鬼子？看到你的话，我大冷天的浑身发烫口干舌燥，地狱空荡荡，鬼子在人间，我们女性何时才能真正的站起来[滑稽]	Potentially
嗯，所以广州落后于成都沈阳重庆西安，对不？	Potentially
黑人在美国侮辱华人，那我支持白人警察打击黑人有什么问题・_・?	Potentially
这地洗的，easy girl就是easy girl，这道题不讲女权，讲的是外国人在中国ok？你知道有多少女人是抱着钓男人移民的心态去送的吗	Potentially
为什么鬼是女的？男鬼呢？	Potentially
小碰擦女司机才占4成，6成都是男司机，你还说女的开车不好？你这是歧视女性吧？	Potentially
种族歧视中国人还找了个中国老婆？就像你不喜欢黑人你能找黑人当老婆？就你这逻辑狗屁不通，一戳就破的人回复你简直是浪费时间	Potentially
“美国法律立法前歧视黑人”可不就是在立法前“立法不好”么？	Potentially
水军能滚出知乎吗？昧着良心黑人小心正主死全家(原谅我骂人→_→)	Potentially
歧视黄种人，你觉得好笑?你是精神白种人还是精神黑种人？	Potentially
确切点儿说，是不是女生的价值不需要通过媚人来体现？	Potentially
未婚人士如何做到，30，岁以后的生活不可悲？	Potentially
呵呵了，你见过海外同胞被黑人歧视吗？别圣母了	Potentially
硅谷那么多印度人扎堆的公司，都是杀人抢劫的地盘咯？	Potentially
这你都能拐到河南人身上？我也有个万能句送给你，说河南人最爱偷井盖的人，最特马喜欢吃翔了	Potentially
跟奴隶贸易有啥关系，要不是托了奴隶贸易的福，现在这些美国黑人哪有机会在美国享受？	Potentially
既然仇女，也只是反对女性特权的压迫，追求的是平权，为什么各位从不正视诸多男性极端的歧视言论？	Potentially
现在恐怖用于惊叹和称赞难道还少？对于女性就是歧视，对于男性就正常？	Potentially
黑人为什么吃不饱，难道没原因吗？素质低，	Potentially
你就不怕将来有人歧视你的女儿吗？还是HR们全部都生儿子？生不生二胎，你明确问人家不行吗？女性就都想当奶牛当生殖工具一直生生生？	Potentially
为什么男性犯的错误要被骂女司机错误？是不是觉得女性开车不如男性？你这是歧视女性，气抖冷	Potentially
所以呢，中国人在外国受到歧视是因为南方人又矮又丑？	Potentially
不不不，有更多回答的女人不是都说中国女孩漂亮吗？那现在又说白人男性更好，所以结论是什么？又扯回中国男人配不上中国女人了？	Potentially
呵呵，所以全国只有内蒙古人抽烟？这都要地域黑？你有什么资格歧视内蒙？嗯？	Potentially
看不起外地人的都是上海人里的loser，竞争的失败者，你说一个成功者会惧怕竞争？	Potentially
和去宜家睡觉的有什么区别 意识不到那种行为会让人瞧不起？ 歧视是没有理由的吗 有时候别怪老外歧视中国人歧视黑人啥的 要不想被歧视得先做好一个人	Potentially
黑人艾滋病高不高跟你中国人有什么关系呢？中国人近视眼还多呢，跟黑人有关系吗？	Potentially
