Question	Potentially_Pejorative
[捂脸]性别歧视？？时代变了,现在是女的歧视男的	Potentially
你们广东人是不是什么都吃？	Potentially
你把这些条件代入白人和黑人，这就是赤裸裸地公认的种族歧视，为啥这个东西换成了女性 你就认为这不是歧视不是压迫呢？这么双标？	Potentially
其实基本情况都看得懂，就是被贱男一家的逻辑弄懵了，难道不是应该不离就不引，离才引吗？黑人问号	Potentially
台湾就不算我国的了？中芯国际的问题在于光刻机？从落后一代到落后三代，很有可能准备四代，问题是光刻机？差的是光刻机？说白了华为的主要因素就是华为设计能力太差，也不愿意去主动去做，能买现成的干嘛要去自己花钱砸，国内都这样，就这破毛病	Potentially
nba敢公开歧视黑人？	Potentially
你是想说东北人都经不起时间考验，与之交往最终往往得到的是他们的自私自满自大的本性是吗？	Potentially
当然是白人的种族歧视啦，一开始歧视黑人，然后黑人报团儿了就怂了，不敢明目张胆地歧视了，然后就歧视黄种人，因为亚裔力量小（不知道从哪里看出来哗众取宠，明明弊大于利:)他们那一帮就感觉自己是白皮儿的就纯洁高贵了似的？	Potentially
还真不是，白人敢踹一下，歧视黑人的帽子扣上就完了，被老黑打死都不会有人帮他，不得歧视黑人在美国是政治正确，就算心里歧视嘴上绝对不敢说，你让白人在大街上叫声nigger试试？给他一百个胆都不敢	Potentially
'但是真想不懂为什么重男轻女的人觉得女孩子就是赔钱货？敢问你爸妈养你赔了多少钱？你还给他们没？？？''顶	Potentially
男女分厕所也是区别对待，这种区别是谁歧视了谁呢？	Potentially
到底是男是女？开头说是女生，垃圾佬那段说两个男人手牵手？？？？	Potentially
广东人，算南方吧？反正恶心他	Potentially
村民是否触犯了聚众阻碍解救被拐卖的妇女罪？	Potentially
意思东北人打老婆，下手有点黑是么？	Potentially
华为这次确实该骂 P10确实该抵制 但楼主你这样说三星和华为还是有点有失公允 三星怎么突然变成小白兔了？“总是背锅”？ （黑人问号脸） 华为还有自己的5G技术 专利一堆 也不差 三星在其他元件上有话语权 这都不是同一个竞争领域 不方便对比	Potentially
你以为黑人兄弟在国内不畅销么？知道为啥会有easy girl这种说法？	Potentially
为什的男同更容易艾滋？	Potentially
来来来，你跟我说国际上怎么称呼台湾的？恶心你就是恶心你	Potentially
这种女生确实有点恶心，不说男的，女生就一定要小心眼吗？一定要搞那些有的没的，这是人品问题了	Potentially
落后？ 怎么叫做落后啊 你指的到底是地方的录音 还是北京这边的 你要说北京这边的你是真的接触过这边的吗	Potentially
期待黑命贵向基督教开火--凭什么天使的翅膀是白色的，恶魔是黑色的？	Potentially
看到这个标题，估计很多人会说，为什么各个地方都有好人坏人，为啥河南就背锅偷井盖、小偷？	Potentially
光会挨打求饶的男人就会被看得起了？	Potentially
所以，社会更容易接受低学历女性当全职家庭主妇咯？	Potentially
而且，说起来，很久以前，歧视黑人，歧视女性，歧视XX是当时的政治正确，对吧？	Potentially
男人出轨呢？要不要毒死男的？	Potentially
北京人好吃懒做，上海人精明小气一毛不拔？	Potentially
男人不包二奶？	Potentially
哪还分行业啊，只因为我们是女的就已经被歧视了，不信看看我们区发的招聘要求，文秘特么的必须得男的？	Potentially
真恶心,嫁不出去了么？中国没男人？	Potentially
哪里歧视？是粤吹非要把粤语吹到凌驾所有方言的层次被人打脸就是歧视了？那广东人也太玻璃心了吧	Potentially
女人就不能强奸？	Potentially
你脱单了？哪个男的遇到你也是倒霉	Potentially
混圈到底有什么意思？幼稚又恶心，搞那些什么cp之类的模糊关系，周围就有很多所谓的混圈人，又有男女朋友又有所谓的cp，不就是脚踏两条船了吗	Potentially
那些低素质，扰乱社会的非中国人不能强制遣返，永久拉入入境黑名单吗？	Potentially
最烦这帮yp上海是他们建设的，赚不到钱他们会来？赚着上海的钱享受着上海的便利还要一边说这是他们建设的，还要嫌上海人排外，还不让上海人说上海话	Potentially
你的意思是美国人不用买房？美国人孩子不用高考？每个人都哈佛耶鲁常青藤，拿到美国户口就一辈子人上人了？那美国的红脖子闹啥？亚裔为啥要反对教育法案？	Potentially
说中国人有种族歧视这个问题不是没事找事吗，汉族本身就够被歧视了，还要被挂出来嘲讽?	Potentially
讲道理约炮最恶心的地方就是女的会比较脏让我觉得比较害怕什么？你问我男的就不脏我身为男性不用考虑这个问题谢谢	Potentially
河南人和东北人被歧视的时候你有站出来替他们说话吗？	Potentially
你在说什么？wdb你知道是什么意思？是只一些吃着北京喝着北京却骂北京或是没有素质的外地人，你想表达什么？	Potentially
这是什么毒？只毒男的不毒女的？这是女权主义者炼的吗	Potentially
那些说亚裔没被歧视的是蠢还是坏还是又蠢又坏？	Potentially
我反正还是那个观点，说东方人种族歧视是他妈21世纪最大的笑话，东方人把黑人当奴隶买卖吗？东方人圈养黑人去摘棉花吗？东方人对黑人动过私刑吗？东方人把黑人关进动物园给人看吗？东方人搞过种族隔离吗？东方人限制过黑人的投票权吗？	Potentially
您认为举重就是摈弃了女性特征咯？？？娇柔女性才是女性咯？我可以认为您这是直男癌吗？	Potentially
我喜欢看大象用鼻子走路，6难道用鼻子走路的大象就会变多？说艾滋病问题我倒是同意，但是这跟腐女喜欢看gay有什么关系？难道她们还去亲自撮合男男了？	Potentially
浙江的对外歧视还好，哪里不歧视呢？	Potentially
没事，黄左说了，白人歧视亚裔又如何？	Potentially
生那么多孩子怪谁？对不起河南本就是人口大省，你这句话让人恶心	Potentially
祖辈被白人当奴隶当牛马，后辈不应当以怨报怨吗？就是要把美国搞乱搞脏，	Potentially
怎样把白人打入歧视链底层？[机智]	Potentially
这些女人都是什么垃圾货色？？我就想知道她们的父母作何感想呢？？	Potentially
北京的好人和坏人是两个极端，好的很好，坏的比其他地方都坏，是心肠特别坏的那种，不知道他当初是被人欺负了然后变得心理扭曲？	Potentially
因为只有两广人喜欢没事打架玩啊……你以为东北人会在街头打架吗？	Potentially
首先我一开始很素质的说话你一上来就喷其次你们确实是觉得恶心不恶心不管我的事就是看不惯你这种人 再者黑人不带脏字这种话难道没有听过吗？不然真是素质黑 然后的话教养是个好东西	Potentially
就是歧视黑人能咋地? 就歧视了	Potentially
地图炮不是不行啊，你黑河南人还举个例子，黑东北山东人例子都不举的？东北人杀你全家了？还是山东人把你绿了？	Potentially
当美国人看见亚洲人的打骂教育干与是因为是黄种人吗?	Potentially
东北人偷香蕉是没素质，广西人砸车就是真血性？qndy的吧，都是渣滓，还非要分个高下	Potentially
几十年前美国政府歧视黑人，因为给人起来暴动了惹出大事了所以就不应该向黑人们道歉给与他们相应的权利？	Potentially
还有什么直男直女，哎，现在的人是都弯了吗？明明直就是指异性恋啊，为什么成讽刺人的了？	Potentially
那白人日黑人奴隶是怎么回事？天龙人把女帝这样的当性玩具而已	Potentially
嗷，你非要这么说的话，女杀男的也不少，您这是要用魔法打败魔法？	Potentially
称赞能干就行了，非要贤惠干什么？	Potentially
北京骗子少，你能碰到？算是幸运	Potentially
如何看待环球时报报道美国亚裔遇袭事件后，美籍华裔记者喊话「中国官媒不得报道亚裔被歧视的话题」？,-,大欣V的回答,-,知乎	Potentially
女拳师：看不起谁呢？就许你们男人能强奸？	Potentially
那，blm怎么攻击alm呢？油管上叫嚣抢劫亚裔的是黑人呢？黑人在美国获得了超越公民权的优待，还不满足？	Potentially
警察致死是看地位的么？,别人家调侃你就信，警察打不打死人是看这个人的危险程度，黑人犯罪率就是高，警察盘查黑人时候就是有高度紧张心理，就是容易过激，这是事实情况，亚裔行为良好，没必要紧张，	Potentially
是啊，反正干坏事的都是外地人，卖大虾的是外地人不是山东人，给黑心老板撑腰的也是外地人？？？别人都是跨省去偷东西，去当民警？？？	Potentially
这也是性别歧视，为什么女生就不能干农活儿？能跟男生一样竞争农学研究生，就跟男生一样能下地干活儿	Potentially
硅谷码农一直都是直男癌五毛小粉红极端右翼啊，自己爬不上去就在知乎黑印度人，拜托大公司创始人投资人董事会不比你们清楚？你说人吹牛偷懒拍马屁，抱歉，这是本事，想学学不来	Potentially
麻痹，中国人还好意思嘲笑印度人强奸案频发吗？	Potentially
你这喷子，就知道胡喷我就问你，黑水是不是雇佣兵组织？他在中国开没开分公司？在新疆和四川建没建基地？中国没有外籍雇佣兵吗？	Potentially
这是什么狗屁道理，男人不工作还要求女的？？？	Potentially
打扰一下，同比公务员和教师哪个好？ 男教师会受歧视吗	Potentially
感觉好男人都光了好男人配坏女人？坏男人配好女人？	Potentially
我从德国来美国以后，觉得这里华人生存环境确实险恶，歧视严重，就连签证排期都是中国人排队，台湾人都不排队呢，没人觉得这也是歧视吗？	Potentially
和东北人打架？	Potentially
歧视黑人有什么问题吗？	Potentially
男生就要打篮球有肌肉能打架会骑车？？？	Potentially
用你60万的人均收入在常青藤人格测试拿个高分看看？军政商界出几个大佬？你自称researcher，一堆一堆的亚裔歧视文献看不见？开口国内人意淫？那就当你不看这些领域的文献好了，十几二十几岁的亚女配老白男拐两个路口就有，	Potentially
钻牛角尖就没意思了难道在男性看来就不合理了？社会什么时候这么以女性为标准了	Potentially
控诉东北的人很多，是谁在控诉东北呢？	Potentially
黑人真的歧视亚裔,之前在德国麦琴根奥莱买Timberland,，然后买的比较多柜台结账的那个黑人就忙不过来,然后我就自己也动手装进袋子里,结果骂我“don’t,touch,it,okay?chingchong,”旁边的白人小姐姐都懵了	Potentially
你踏马还真是坏透了，知乎上男的公然约炮的比女的多多了，怎么就专门挑女的骂？合着男的约炮正常，女的约炮才是下贱？异性约炮的里面必然有男有女，合着都怪女的是“女权表”？	Potentially
问:那些认为女性生孩子耽误事业但是女性能有多少事业?	Potentially
你这理解力怎么回事？这段和影子的生母是黑人冲突吗？说黑鬼就是故意激怒他，影子还要刻意控制情绪，这不就更进一步印证他妈是黑人吗？后面还提到他母亲死于血镰症，影子母亲的是非裔几率远比其他种族要大，按照后期访谈作者的态度基本可以石锤就是黑人	Potentially
不能再赞，说河南平均素质低下的，国家给了提高自身素质的机会了吗？	Potentially
河南全省都偷井盖？	Potentially
这倒不是，因为学历高的接触的优秀的人更多，大部分都不是北京人，歧视从何而来？黑人是自己本身不行，优秀的外地人可不是	Potentially
不嫁?大龄未婚女青年就业多受歧视你不知道吗？以前只能生一胎，已婚已育基本上就是个优质职场女性了，现在好了，	Potentially
我没明白你表达的是啥？黑人难道是因为简单死了一个人？难道不是平日里被压迫的怒火一下都爆发了吗？你觉得“遭的很”我觉得“好的很”，没有0元购，不足以撼动统治基础，	Potentially
全网为什么都在抹黑东北？还是非黑即白那种	Potentially
黑人不反对种族歧视，黑人反对的是歧视黑人，懂吗？	Potentially
并不是这样，说白了是因为 穆斯林 和 俄罗斯 在美国是不受欢迎的两个字眼，嘴炮再贱，他敢骂黑人对手喷一句猩猩？分分钟被赶出这个行业	Potentially
你的意思阶级越低，越穷，越没文化，就可以认可他犯罪？一百年前，中国也有那么多这种人，	Potentially
中国男同是自己繁殖的艾滋病毒？艾滋病毒是哪里来的？为什么高校是重灾区？再结合最近国家大幅度引进黑人，外国留学生？非要说没有关系？	Potentially
我是福建人 莆田人在本地名声真的也不咋地啊 而且大部分都有很严重的大男子主义 老话不都说好女不嫁莆田男嘛 还是有道理的(￣(?)￣)	Potentially
处男要求处女过分吗？还是婚后主义者，这么传统保守的一个男人在你口中就成直男癌了？	Potentially
我讨厌这个社会上的各种歧视和标签，作为男生，害怕节肢类昆虫有错了，男生就不能害怕蜘蛛什么的？	Potentially
黑人骂中国人，咋就扯到地域黑了？,有完没完，上海人根本看不惯trash,no,matter,white,or,black,好吗,以前我也遇到过这种事情，在华师大打球，洋垃圾骂人，还推推搡搡，本来打球碰到矛盾很正常，也没打算动手，	Potentially
黑人从奴隶到总统这几百年华人做了啥？	Potentially
男孩子不是有资格知道女孩子的过去吗？如果说真的男孩子看了以后不愿意娶他，男孩子确实是直男癌但是也不能欺骗他啊	Potentially
我说了地域黑是理所当然吗？那你觉得东北为什么被黑？你说呢？	Potentially
但你知道现在的人为什么歧视黑人吗？网上查查黑人来到中国后所做的暴行以及法律对他们的判决之轻你就知道了	Potentially
白人歧视中国人 中国人不照样也是歧视黑人？ 歧视别人跟自己有没有被歧视有个屁关系 底层人反而更爱看不起人	Potentially
你看过100t的比赛吗？谁顶个歧视黄种人的黑哥辅助能带的起来？	Potentially
我是沈阳人，被衡水农村女同事问，你们东北人是不是都大舌头？	Potentially
错了，其实是我们没有政治正确的观念，不喜欢就是不喜欢，我们不喜欢黑人就是歧视黑人？那我喜欢狗不喜欢猫就是歧视猫了？说到底就是他们完全不符合我们的审美，从心底的恶心和不喜欢	Potentially
真是莫名其妙，魏怎么就歧视女性了？？？？？	Potentially
他说的是事实，难道你还想证明昂撒人和黑人体味不重？	Potentially
歧视黑人不对吗？	Potentially
确切的说是家暴的男的，你直接来一个打女人的男的都是废物，假设女方有严重过错在先呢？	Potentially
作为河南人，偷啥井盖？挖什么电缆？我们就是分分钟掉井里和断网线	Potentially
那肯定是啊，你凭什么就觉得女性被动手动脚就是猥亵，男性被动手动脚就只是开玩笑？男性就活该被这样子对待？	Potentially
中国制度怎么对待女性压迫了？呵呵中国传统无非就是重男轻女，据我观察母亲更容易重男轻女，你结婚以后对你女儿好一点不就好了？五十年代教员就喊出，妇女也能顶半边天了，还搁着国情呢？我举例确实不对，因为美国黑人确实被压迫了，被奴役了，现在还是没改变	Potentially
台湾的17好一点……话说这玩意就不该赚钱，靠讨好观众赚钱能不自个恶心么？	Potentially
我从来不搞种族歧视，如果是真爱女孩子嫁给外星人我都支持，但是嫁给黑人，明知道非洲不太平，那老海人有艾滋病，生活作风有问题，违法乱纪的那老多，还敢以身饲狼，脑子呢？？？？不管嫁谁，得有文化吧，得接受过教育的吧，得有稳定工作，	Potentially
就这样，田园女权还跑出来恶心人，我寻思着骚男都被家暴成什么样了？被家暴离婚，财产全给了施暴方，就这样还不放过他？	Potentially
我“不赞同黑人和白人种族平等”， 我“不歧视黑人” 不歧视为什么你不赞同？为了看别人活得多辛苦？	Potentially
我歧视黑人是有很多客观理由的，不是主观臆断带有偏见，这种歧视有错吗？美国白人心底里歧视黑人，却被政治正确蒙蔽双眼，这样问题永远得不到解决，说到底，黑人族群里不上进的人太多了，	Potentially
没看懂？男的是甩手掌柜的吗？就让女的干活，他不能干活吗？	Potentially
那么请问黑人怎么你了？抢你钱了还是把你咋地了？至于美国黑人做了什么，跟非洲黑人有啥关系？就因为皮肤黑，就该被歧视？美国黑人也是在那种环境下培养出了好逸恶劳的性格，但是在中国的黑人吃福利了吗？中国有福利可吃吗？	Potentially
未成年男子组合被暴力被骚扰？？ 天哪，韩国娱乐圈真可怕，我现在心很慌	Potentially
你是指那些住在马路边帐篷里天天被抢劫被枪击的黑人过得比大部分东南亚人好么？你应该去趟东南亚,这才过去二十年,当年什么叫亚洲四小龙都不晓得了	Potentially
高端地域黑？你别说自己是江西人了好吧，会招黑	Potentially
我记得一个很好奇一个事情，支那泛指的是对于整个东亚黄种人的侮辱词，就算范围缩小到整个中国，也包含了他们，难道他们自己骂自己还不自知？舔着人老外骂他的词来骂人，搞笑[飙泪笑][飙泪笑]	Potentially
日本人招你惹你了?平白无故骂人家干什么？	Potentially
黑人被歧视没有怪罪非洲老家的国家如何 只是团结一心上街游行来要平权要自由 怎么到了这帮香蕉人这里就只会转头怪中国呢？ 我觉得楼主说的一点没错 自己窝里斗不适应美国国情不团结呐喊争取小团体利益 反而觉得是被中国拖累 这帮人死不足惜	Potentially
差不多，这就是我的看法，黑人为啥这么多篮球明星啊？还不是因为不打球就得混帮派，说不定哪天就被人打死了，你叫他们去当律师医生，那种天生就没爹的单亲家庭，生长在暴力街区里，能读好书都有鬼了	Potentially
东北三省每个省口音都不尽相同，你这里面说的春晚也是针对部分东北人的段子，你要求不能拿福建人的段子开玩笑却用这个中伤东北人，黑人文号脸？？？	Potentially
是啊，那是谁先说的女司机撞人多的？我猜你一定对这种歧视女性的发言视而不见吧	Potentially
所以要用这个绑架女性？？男的怎么嘴贱女生都要忍着不能怼？？？	Potentially
如果同性恋符合自然，那么如何解释男同得艾滋病的几率更大？	Potentially
新亚裔阶级上确实比大部分黑人强，但是唐人街那帮老移民被你排除亚裔范围啦？真正被黑人肢体语言暴力欺负最多的都是他们，而且新亚裔再怎么鄙视黑人也没用啊，走路只能绕开黑人聚集区，	Potentially
有个问题，为啥中国要放宽对艾滋的审查力度？	Potentially
这不科学，为什么还有那么多黑鬼朋友能勾搭上Easy,Girl?	Potentially
劝告放弃歧视黑人就得去晒黑皮肤吗？	Potentially
所以一个亚裔受歧视就应该委婉的提出而不应该大声说出啦？	Potentially
华人刚去美国修铁路还没黑奴待遇好呢，还不是勉强熬出来了，一个只知道一昧抱怨而不关注自己现状的人群，是永远也不可能解决自己问题的，美国非裔犯罪率比欧裔高几倍，难道自身就没有问题么？	Potentially
本来不想评论，结果左壬,@伊利可汗,今天还挂我，你这不是作死么？,黑人辱骂华裔、殴打华裔、抢劫华裔、杀死华裔，我没见你说一句话，现在黑人在上海辱骂国人20分钟，怎么？又想给这位挨骂的女士扣上“高华”的帽子？	Potentially
先不说这话有多蠢，就冲这话，你绝对不是东北人，敢不敢把东北换成你家乡？还有，你敢去东北说这话不？不说去东北，你敢当着东北人的面说这种畜生都说不出来的话不？	Potentially
越是“女拳斗士”，对女性的偏见歧视越强烈,女拳在中国真没必要，没有的东西才去叫唤，中国没给女性权利吗？前几年宪法甚至规定强奸罪只能给男性定罪，这还不保护女性？女性已经有了权利了，偏偏有些人还要去要求更多，美名其曰女拳，	Potentially
天天地域歧视的人，有闲工夫去重视种族歧视？	Potentially
没问题，你可以公开发表一下：黑人犯罪率高，本质上是受教育低的群体犯罪率高，所以本质上是黑人受教育水平比较低，balabala…… 看看你得到的待遇是怎样的？	Potentially
我就一个问题，农民坐地起价，你为什么要买？本来就是自由市场，烂地里有烂地里的道理，你抢着买了，自然就升价，你这样开地图炮，和“河南人都是小偷”有什么区别	Potentially
这不就是抹黑女性？	Potentially
黑人在哪里？被谁？为什么被歧视？	Potentially
把女人肚子搞大就跑路的黑人到处都是，如何解释?,是祖上八辈当个奴隶吗?	Potentially
她为什么不谈黑人为什么去抢劫杀人呢，人种问题吗？	Potentially
人家也没说白人就当看不见吧？既然白人杀人抢劫要被骂为什么到黑人这就不该骂？我看美国最操蛋的一点就是现实中白人高黑人一等，政治正确上是黑人高白人一等，从来没有过平等	Potentially
凭什么那些臭男人没了，就叫绝了？女人不是人？	Potentially
上海？哈哈哈歧视外地人还好意思说？	Potentially
不是你那个强奸犯的例子才是类比不当好吧存在女性并不能推出强奸犯的必然存在难道不可以只有女性没有强奸犯吗？	Potentially
黑鬼翻译还得打码了？	Potentially
啥叫“白人为主”？ “白人为主”就不允许任何非白人有“高地位”？	Potentially
我的三观还是很中立的，对于歪果仁，主要还是看事情，但是对于黑人我就极端了，我们中国女生大部分都被那些easy girl带翻了，你知道我上次出国一个歪果仁怎么说的嘛？说我们中国女人基本都是公交车，还用挑衅的语气说的，我听着就很气	Potentially
我老婆知道，你当女人都是傻子吗？	Potentially
男的就是滥交，女的就是不爱惜自己？那你一定是女的吧？呵呵	Potentially
感受到歧视正常人难道不能反击吗？反对歧视和给歧视洗地的甚至不能说是同一批人，而两批人里我相信肯定是两类性别的人都有，为什么要优先攻击同国籍异性而不是回击慕洋犬？你这样做和微博女拳意见领袖的逻辑又有什么区别？	Potentially
大鸟？被男人侮辱了？	Potentially
你遇到过种族歧视华人的事情么？当你受辱的原因只是因为你的黄皮肤，黑头发，中文的时候，你是什么感受？辱华这件事，再小都针对的是整个中华民族？？这就已经和 蔡徐坤等人的事情有本质的区别了？你是中国人，但你说这些话，你真的认同你中国人的身份么？	Potentially
男同性恋真的比较容易得艾滋病么？	Potentially
你认识好多传播艾滋病的黑人留学生，他们每个人都跟你说他们搞了多少个你算的人均？？还是你认得好几百个被搞的妹子她们跟你说她们被谁搞过你给那些黑人们算票数再算人均？？	Potentially
北方男人咋的？这也要地狱黑？	Potentially
你不觉得性侵说很站不住脚吗？正常女人谁会生下强奸犯的孩子，你老婆感到亏欠说明尚有良知，而你还替她辩解不是她的错无异于自欺欺人	Potentially
住翠湖天地的歧视住浦明路的？	Potentially
江苏哪里如此落后？	Potentially
黑人种族歧视问题是敏感 你怎么不去骂黑人？这边连夸个中学生都要踩女大学生 你就过来骂女权 归根结底还是女性没黑人拳头硬呗	Potentially
Mandarin就是普通话的意思，还有指中国政府的意思？满大人这个反派可是一个字母都没改，背景更是傅满洲，还不够辱华？johnny english是反派？有种族歧视的背景或讽刺？有单独使用english来种族歧视？我想问你有脸吗？	Potentially
无色透明看都看不到，难道女性在你眼中的形象就是看不到的么？这是对女性的忽视，你个直男癌（滑稽）	Potentially
湖北人武汉人被骂被歧视理所当然吗？你怎么知道我不是被辱骂者？我是武汉人，现在在武汉，欢迎你们来武汉，懂？	Potentially
能嘲讽人圈子有问题我不能嘲讽四川人有问题？吃火锅吃辣吃出优越感的我遇到的可只有四川人 所以四川的傻逼就不是四川人？强行开除四川籍？不打交道疏远了我一样可以嘲讽这几个四川人有问题 怎么了 不爽了？关我屁事	Potentially
这还跟她说抱歉?她受到什么损失了?她指示那几个男同学不是她自己做的孽? lz你作为一个男人要自立，被别人坑成这样，别人什么损失都没，然后一心贴冷屁股	Potentially
搞笑了，你美的言论自由一知半解还敢在这秀呢？骂领导人可以但是敢歧视黑人穆斯林你的职业生涯就凉了(为什么歧视华裔没事，呵呵，还不是像您这样的理中客惯的)	Potentially
我想知道黑人一个在西方社会被白人歧视的种族地位哪里高了？	Potentially
什么原因歧视我们中国人呢?我想一定不是因为我们中国的留学生在欧美享有学伴和各种补贴，一定不是因为中国人在欧美有特权，一定不是因为中国人的犯罪率比黑人低	Potentially
哪有女拳啊，这不都是南拳吗？评论区全是骂女人的，	Potentially
公正？男的死的远远比女的多你跟我说这事公正？你跟我说那些死了的男人是强者？死了的强者？	Potentially
等于说你歧视黑人？黑人不能泡妞？	Potentially
我想说中国人种族歧视，民族歧视都不重，在新疆少数民族和汉族相处超级融洽，至于种族歧视，你什么时候看见中国人对外国人人身攻击过？倒是有外国人在中国马路边强奸少女	Potentially
就算有一些恬不知耻女人要玩男人，也不至于找一个渣子吧？再说了，都是奔着结婚去的，女方被骗了而已	Potentially
男性也是被男权？	Potentially
你这句话很恶心，男性在你眼里就很容易吗？	Potentially
所以河南人被人歧视也是自己活该咯？	Potentially
平等还没做到过度保护不应该吗？黑人被奴隶的历史也是抹不掉的啊，这个有什么？	Potentially
就别人嫁给黑人白人跟你们有什么关系，值得开个帖子来说吗？娶国外女性的男人你们要不要也批判一下？虽然我不喜欢黑人，但是别人喜欢哪国人是别人的自由，出了事她们自己会承担，你们有什么资格指手画脚？	Potentially
如果是男的发现女的有病就离婚那就是渣男是不是？	Potentially
偏激 日本人造假有中国多？至于你所谓黑社会不犯罪何以为黑社会那就是文化程度的问题了 知道上海的青帮嘛 知道它当时做了多少好事嘛	Potentially
啊这，日韩这么歧视黑人怎么还有黑命贵运动?	Potentially
日本当年经济块超美国了，现在还不是崇洋媚外？	Potentially
女人被强奸了不就是没保护好自己？	Potentially
那么你来说说黑人给世界做出了什么科技方面的贡献？别和我说什么黑人被奴役，人类最早就生活在非洲，搞不出像样的文明你还有理了[发呆]	Potentially
黑人枪杀别人犯罪了，我还要发动态说严惩黑人？这种行为本身不也是种族歧视？除非是白人也遭到不公平对待，詹姆斯却不发声才有说服力好吗	Potentially
这会儿真想邀几个整天在知乎上提问：“为什么中国男人配不上中国女人？”的伪女权婊过来看看 看看这些中国爷们儿 哪点配不上她 虽然我这里说显得有点不合时宜( ????? )	Potentially
这是对女生的高级黑？？	Potentially
骗子一般不都是男的吗？玩得这么嗨	Potentially
所以好汉的汉也是指的男生咯？108好汉还有三个巾帼呢，你们才是歧视女性啊	Potentially
那么黄种人能骂黑人嘛？	Potentially
悲哀，资本是瞎子吗？捧一个坏的这么低级的女人？	Potentially
可怜什么？看新闻没有 中国艾滋病发病率翻了两倍 男的居多 有专家分析 男同是主因 网友们猜测 是不是接盘侠接完帽子 接艾滋 对了 联想最近中国黑人留学生猛增 细思极恐 （在别处看的）	Potentially
在这笑?这是个歧视亚裔的动作	Potentially
为什么会对某个地方的人有偏见？难道不是曾经被某个地方的人伤害的很严重才会这么深恶痛绝吗？还是做好自己，用实际行动告诉别人河南不是全都坏人吗？	Potentially
不是我地域黑，东北人就这么没素质的吗？	Potentially
那歧视黑人的中国人是不是也可以算“香蕉人”？	Potentially
我就纳了个闷了谁规定女性不能脏话？还是说脏话的女生不是好女生？	Potentially
女的就非要被男的操？？真他妈好笑你把同性恋放哪了？直男癌真恶心	Potentially
偷井盖的是河南人好不？	Potentially
我在想，美国13%的黑人贡献了55%的犯罪率，你让美国警察怎么想？	Potentially
每个女的都被强奸过？	Potentially
这么说的话，看看每年盗窃诈骗多少河南人，被黑不是无缘无故的空穴来风，工厂不要河南人难道是他们想给自己找麻烦嘛？还不是被河盖们偷怕了，为啥人家没不要山东人？没不要湖北人？没不要四川人？单单不要你河南人？光说别人地域黑难道都不从自己身上找找原因么？	Potentially
木乃伊3对吗？把我恶心死了，又是美国佬带着中国女人打败邪恶的中国男人，wdnmd，还把我们的千古一帝秦始皇描绘成西方的邪恶破龙，wrnm[白眼]	Potentially
黑人受教育程度是不好，白人也的确占了精英阶层的大多数，但这样就能说明白人挖坑了？你咋不说黑人底子薄，我是不是在这证明出来黑人受教育程度越来越高，就可以说明你在胡说八道？平权运动，	Potentially
敢问你是不是真不知道死在英国和美国的黑人死了多少？ 整个奴隶贸易中被贩卖的黑奴死了多少？	Potentially
一直不明白,在中国为什么要拿英文和他对骂？,不会拿中文怼死他？或者直接假装听不懂,给他抓住？	Potentially
另外，你的流氓逻辑就是，为啥男生花的钱不能统计到男生头上？男生给女生买东西就不是花自己的钱？就是偷就是抢了还是怎么的？你自己心里没点数么？	Potentially
按这道理欧美歧视华人也是理所当然吗？	Potentially
婊子难道就没有错了吗？从你的描述里能看出虽然男生很过分，不过女生也不是什么好东西，你一直只在描述男生的行为，回避女生的做法，就是在推卸责任	Potentially
这么喜欢女人的男性，一般不会感染艾滋的，男同概率90%？？？	Potentially
为什么只有妇女，没有妇女的对应词？感觉这个词就是故意创造出来恶心人的	Potentially
男的骂女的是垃圾，放微博上还不被冲到封号？	Potentially
现在因为要男方买房子的事情已经把女的骂成什么样了？拜金卖身什么都说的	Potentially
天津工资低土著素质低环境脏乱差你干嘛赖着不走，在这渡劫呢？	Potentially
白人黑人体味一样？黑人特别是女生,体味大的离谱好伐	Potentially
为什么同样的植物园，黑人奴隶受得了，偏偏现代人就受不了了？[好奇]	Potentially
是像如果黑人犯罪率高就把黑人全杀掉一样嘛？	Potentially
男的得艾滋怎么都是同性恋的原因？没有男女的么？	Potentially
怎么就最毒妇人心了，虽然我也觉得这个女人很恶毒，但是这个答案下面讲的犯罪案件很多都是男的在做吧？	Potentially
照你这个逻辑来看，反对非处不娶男的，就都是非处，就没有处女了？道理讲不过开始暗搓搓的人身攻击也真是666	Potentially
田园女权会跳脚？田园女权恨不得跪舔白人，让它们冠上白人的姓，	Potentially
我想问你老婆有工作嘛？我还想说，好男人全让渣女遇上了，好女人碰的都是渣男	Potentially
伤个鬼，这言论不是出自女德课吗？精液还是水蛋白质氨基酸组成的，怎么可能有害[飙泪笑]不成科学依据啊，毒理检测没为这个功能，希望专业的医生护士解惑一下哈	Potentially
难不成你觉得女人歧视女人不算性别歧视？	Potentially
你觉得不适，嗯，但是，那些叫嚣着中国男人不配娶中国女人的女生，，，她们岂不是更叫人不适？	Potentially
旁边这几个男的恶心不恶心？几个女的打一个女的满脸笑容在看戏，看到这几个女被打最后去拉架？	Potentially
講真，說他不像女人的話，真挺侮辱女性?	Potentially
东北还排外？你怕是一辈子就去过东北吧	Potentially
