Question	Potentially_Pejorative
胸大不大是能看出来的，丁丁大不大是不能看出来的。白人种族主义者为了歧视华人，编造了“华人丁丁小”的谎言，一般人没机会看很多人的丁丁来调整认识，所以容易相信这种谎言。被种族歧视了你告诉我调整心态，调整跪姿吧？	Potentially
评论区觉得自己没有种族歧视，那为什么觉得自己种族一定比其他种族优秀呢？叔本华说过：最廉价的就是民族自豪感。如果工业革命率先在非洲发起，黑人奴役白人，黑人歧视白人，和今天又有什么区别呢？黑，白，	Potentially
说明我国很大一部分网民的小资产阶级奴性根深蒂固，总要找一个贵族放自己头上，拿来藐视别人，说:“你这个穷要饭的，我们家大人岂是你能比的？”。成吉思汗、忽必烈的子孙是人，别的牧民的孩子就活该被你们天天拿来鄙视？跟您沾亲带故还是怎么着？当然，	Potentially
随随便便2m?你当2m是大白饭吗全世界都是?我们学校就有一堆黑人，我见过的大多数黑人身高就和我们差不多，你要是非得举个特例那我们也有特例啊，辽篮的韩德君认识不?他家从小特别贫困，但他也长到215，那所有贫困少年都能长到215?杠这个有意义吗?	Potentially
黑人争取权利越界了，当然会对其它族群形成压迫。否则南方民主党争取权利，你怎么说压迫黑人了呢？你要鼓吹舍已为人，那你让黑人舍已为人，维持现状好啦。什么是社会公平？如果黑人考高分而因肤色上不了大学，那是不公平。	Potentially
1.北京300路上的司机和售票员。听人形容300路上小偷多的程度就能明白:这300您还不知道?一上300，除了司机和售票员不是小偷其余的全是小偷。2.一帆风顺（不懂请百度:你是头一个认出我来的）。	Potentially
上个月在苏州独墅湖高郊区看到大学生们嘻嘻哈哈整整齐齐的无视红灯过马路，本人家住上海交大旁边，大学生们不遵守红灯的非常多，别说什么这是小节这样的p话，这就是国民素质低的表现，这些人和印度人有区别么？	Potentially
主要问题在于亚裔的反抗决心是最弱的。就像黑人，他们是真心觉得美国就是自己的家，除了美国还能去哪，回非洲去吗?不可能的。所以遇上问题了必定以命相逼，因为无路可退了，自然狠得不行。而亚裔就算到了绝境了，	Potentially
之前跟一美国客户吹水，他是白人，老家美国东部靠加拿大 ，做家具的，问他，他们公司100来号美国同事，怎么没看到黑伙计呢？他说，黑伙计多数不在意子女教育，上学不上学，分数多少，是不是学门手艺，将来找工资什么的？是的，他们篮球，	Potentially
人家是问有什么“相对发达”的地方，但我在这个问题看到的却是满屏的傲慢与偏见！那些骂香港歧视大陆人的人们有没想过自己也会歧视“印度阿三”啊？？？我在想那天中国的实力真要超过美国后，清朝的“西洋的科技都是奇技淫巧而已”思想肯定又会死灰复燃。	Potentially
什么叫河南人不认识问题而一直争吵？有那个人会完全否认自己的家乡没有坏人了。我们河南人一直所反对的是因为河南发生的负面事情推论到所有的河南人都不是好人这个高度上，一直反对地域喷子罢了。还有那些让我们老老实实做人，改变其他人看法的，难道我们河南人真的和你们是不同的人中，先天带着原罪，要来赎罪不成？你们爱怎么看怎么看，尽管相信河南人都是骗子， 中国有10%的骗子了！	Potentially
你可以翻翻几年前的山东卫视，在马桶台还没崛起的时候，阳光快车道这个时期。别只看眼前，哪里都有这种低俗的文化，哪里都有落后的农村，难道只有山东有？你可以说嗨，可以说乱摸女人手低俗，但是抱歉，山东人不背这个锅	Potentially
你怎么知道我没说过?说是我的事，听不听是你们的事。那些歧视黄种人的白人不听，你也不听，那你们有什么区别吗?都是靠着打嘴炮逞一时之快。别人歧视你你可以也应当反击，但对于国外的陌生遇害者，你怎么知道他有没有歧视过中国人?己所不欲勿施于人，建议你多学学孔子。	Potentially
你要知道拍还珠那个时候的两岸关系。如果说不牵扯政治原因我是不信的。再看看周杰10年时候自述当年的情况。你说台湾综艺对大陆没有偏见？不可能。。包括现在，恶心的台综艺还少吗？林说周杰很投入，难道不是委婉的抹黑，等那个恶心女主持一唱一和吗？	Potentially
你遇到过种族歧视华人的事情么？当你受辱的原因只是因为你的黄皮肤，黑头发，中文的时候，你是什么感受？辱华这件事，再小都针对的是整个中华民族？？这就已经和 蔡徐坤等人的事情有本质的区别了？你是中国人，但你说这些话，你真的认同你中国人的身份么？	Potentially
公知双标狗现在还能骗人吗？中国的是计划经济，美联储天天出来喊话就是市场经济，中国加强管控打击黄赌毒是不自由，美国不能说黑人就是政治正确，现在业务不好做吧？特朗普都说断狗粮(这个外媒先报道的)，你收入少了一半。	Potentially
其实现在中国人现在也被外国人歧视的，亚洲人都是被歧视的，而且不像黑人和绿教受政治正确保护。再细分一点，港台难道不歧视大陆，同文同种尚且如此，更何况其他人呢？老实说挺羡慕黑人的，分开数百年至少团结，华人早就四分五裂了。	Potentially
北京房子加硕士怎么了？自己考的研究生，堂堂正正，就凭这一点就是最大的附加值？国内有什么好处？就是川菜外卖？然后被您降维打击？我看您是在英国被白人歧视，回来再歧视中国人吧？鲁迅先生90年前就给你这样的人起好了名字，“假洋鬼子”！是不是很贴切呢	Potentially
去看看说台湾，说中国人素质差，占便宜，还有些视频可能都搜索不到了，比如和黄健翔一起做一个节目当解说，边吃东西边骂中国，后面还是黄健翔阻止他继续说下去了，他的言论就是在骂中国不自由，专制，这些你敢说他不是美国价值观的宣传员？	Potentially
又给我转换概念，我批判的是双标，遇见白人黑人外国屌丝就倒贴，不要钱，不要浪漫，不要家境，不看学历。遇见中国屌丝就什么都要。怎么我们比白人低人一等？还在给外国屌丝站台。崇洋媚外就说您崇洋媚外得了。还人不行不能怪路不平。我都想笑	Potentially
在古代为生计奔波的贫苦劳动人民都长得黑，营养差，压力大，日照时间长，能不黑吗？所以有黑=低贱=肮脏的思维定势。再加上历史上黑奴交易的存在，黑人的地位很低，所以黑人普遍不被人喜欢，试想如果现在统治世界的是黑人，	Potentially
地域黑的攻击是因一点而攻击全体，无端诬蔑，你也是，没有人说河南多好，河南人的反驳仅仅只是想说河南并没有地域黑说的那么差而已，就举个例子偷井盖，原来井盖是铜铁，全国都丢井盖，也不见说河南人偷井盖，现在井盖都是塑料，然后全网黑河南人偷井盖，这样的无脑黑要河南人承认自己的问题？跟一个逻辑混乱且信口雌黄的人（当然地域黑都是这个德行）辨明是非确实是我傻逼了。到此结束。	Potentially
好吧~您还真不是！全体北京人？北京人是怎样的我不太清楚，上海人广州人是怎样我都不清楚，我们这些球迷？我们这些球迷说了北京人什么么？我最多听过上海人经常被骂，北京人怎么了？再者，北京球迷不也这样？见到河南人就说人家偷井盖~哈哈哈哈哈，这样好吗？	Potentially
如果贩毒分子或者吸毒的人出身云南边疆，他们从小所处的环境就是吸毒贩毒，他们可能觉得贩毒有本事？能赚钱？看很多台湾人支持台独，其实和他们。从小所处环境或者受教育有关系，他们就觉得自己是独立的。也不一定像你说的铤而走险这样	Potentially
妈呀，即使他们有很多问题就可以被人说成劣等民族了？奥巴马夫妇也是黑人，人家是劣等不？ 河南人有一亿多人口，但河南人偷井盖，广东那边残疾人后面团体都是河南人为主，他们河南人是不是所有也该被谴责	Potentially
得了吧，色情下流一度是日本的代名词。输出一堆乱七八糟的东西，你以为会帮你把负面择了？想想辱法，想想“河南人偷井盖”，想想日本漫画，想想中国武打片，你就知道一个刻板印象形成以后根深蒂固。头一回见输出自己名片的时候抹黑还挺自豪的	Potentially
我觉得嫁给黑人的女人，都是自我逆向淘汰，和黑人离婚后，如果婚后有黑孩子，无论贫穷老幼哪个男人愿意接盘？如果没有黑孩子，恐怕年龄也超过30岁了，再加上有黑人婚史，哪个智力正常的男人愿意接盘，	Potentially
我还是一句话 没来过别瞎bb 你见过新疆杀人还是放火了？自己没事多上网百度百度 去过新疆的人比比皆是 哪一个不是说新疆安全 拿个键盘在这敲谁都会 等你去了再跟我bb 没去之前你把天说塌了都是闲的 事实说话ok？	Potentially
所以你对有自尊心的爱国群众说这些干嘛？去教训那些媚外的人去啊，你说的那些人哪个有资格代言中国？是外交官还是高官？高华能代言华人吗？还有，广州本地人大绝大部份不喜欢黑人，但网上还不是把广州黑成殖民地。	Potentially
持枪抢劫=他是强者？这是什么逻辑？你怎么不想想他为什么要这么做，能好好的领一份安稳工作，正常生活谁不愿意？美国黑人就从来没获得过自由，奴隶解放之后，黑人也一直处在社会底层，甚至被前奴隶主继续当奴隶使（sharecropping），	Potentially
接受道歉。同时这个例子里河南人背锅躺枪也是事实......例子举得让人不舒服??....这标签什么时候能撕......妈的，我们纯朴的人设国家粮仓的称号初高中升学高压下夯实的基础教育呢？真希望有一天再提到河南人印象是河南出学霸（虽然这个背后也是有点心酸）....唉....	Potentially
明明在美国混不下去，在美国被人黑了，还天天赞美美国，讽刺中国，看你以前的回答记录。你这种人怎么不继续在美国？回国做什么？那么看不上中国，为了钱舔着脸回来，恶心！你一直在美国，我还认你是条汉子，	Potentially
是啊，前几天还有白皮跟我说中国人不行，诺贝尔奖获得者极少，从而说他们德裔聪明，中国人不行。 你肯定会说，中国人的教育和科技才刚刚发力，比西方晚起步。 那非洲呢? 你就会忽略这些了，直接说是黑人智商不行	Potentially
本来就是一种歧视，本质上想表达的就是“我们和你们不一样，我们发达你们落后”。为什么有的广东人甚至把海南当北方？不就是因为海南穷么。就算现在歧视意味逐渐减少，也改变不了这种没常识的划分法原本是出于歧视目才提出的事实	Potentially
没有学位证毕业典礼不能穿学士服，但是并不代表其他时候就连穿也不能穿好吗？穿这学士服拍照无论是谁都可以。你自己张口闭口大专怎么样，我说一句不比三本差就歧视了？双标是真的双标呢[微笑]还有美国黑人犯罪率是高，但是他们也的确是被歧视了。	Potentially
现在广大男性同胞清醒了，反击了，然后她们就开始在这讲道理了，当时女权癌大肆攻击男性的时候，声称杀光男性的时候，她们人呢？怎么没见她们出来跟女权癌解释现实中男人其实也很好，不要伤及无辜？？？	Potentially
知不知道原本黑人牙膏的英文名叫“darkie”，darkie和那个的意思一样，都是黑鬼，你把k换成l就没有歧视的意思了？你把傅满洲换成满大人就不歧视了？而且原本那个黑人图片的原型是吉姆克劳，	Potentially
言论自由可不包括“侮辱别人的自由”，这个视频显然是在侮辱。如果有个反河南人宣传片，列举河南人偷井盖的种种案例，是不是歧视河南人？我做一个反黑人宣传片，是不是歧视黑人？结果到了同性恋身上，就可以肆意侮辱，然后美其名曰言论自由。很强。	Potentially
说句和答案无关的牢骚，白人的春秋笔法真厉害，自己鞋底的血还没擦干净，就开始指责这些与野兽血肉相搏，养家糊口的黑人？视频配乐拼命渲染这些非洲人的暴力与邪恶？黑人矛上的是兽血，你白大人踩的可是人血！	Potentially
说就让他们说去吧，作为一个河南人，去外地会有外地朋友打趣问我河南人真的很多偷井盖的吗？我回答他，是呀，我们中考体育加试就是偷井盖。 算是自黑了。 建议河南老乡不要在网上和别人因为地域黑打嘴仗，没有作用，一笑了之，做好自己本职工作。	Potentially
赞多了吗，说实话真不稀罕这个问题下面的几个赞。但是，事实不可以陈述对不对，所以我要怎么说东北？提到东北就是黑吗？怎么，老头喝点酒吹牛逼是作奸犯科？和那些张嘴闭嘴拿黑社会吹逼的东北人比起来，我这可是差得远了。	Potentially
那你就该考虑自己了，毕竟交友圈的下限决定你做人的下限，渣男朋友皆渣男，优秀的人想要交坏朋友都要费点劲。以及在现实生活中，你敢把现在说的话对你遇到的不好的东北人说吗？不敢？这就是原因了，遇到无力还手的羔羊，屠宰是唯一可行的道路。键盘侠。	Potentially
重庆人的优越感？能吃就能吃呗不能吃就不能吃呗。大家都出钱吃你家米了啊一定要顺着你？自私说的这么清新脱俗？一桌吃饭照顾不同口味的人是涵养，可惜你没有。求求你这类的重庆人别给重庆招黑，醉了合着外地人去你们哪儿不吃辣要天打雷劈？	Potentially
